source_record_id,plant_name,state,county,difference,capacity_mw_existing,capacity_mw_staged,status_existing,status_staged
63146:MDTWN,USS Midtown Solar LLC CSG,MN,Stearns,staged_only,,1.0,,OP
63147:MNRCH,USS Monarch Solar LLC CSG,MN,Pope,staged_only,,1.0,,OP
63148:TURKY,USS Turkey Solar LLC CSG,MN,Meeker,staged_only,,1.0,,OP
63149:FRANK,Franklin Solar (NJ),NJ,Warren,staged_only,,8.8,,OP
63150:POHAT,Pohatcong Solar Farm,NJ,Warren,staged_only,,8.0,,OP
63151:SOURC,USS Solar Sources LLC CSG,MN,Washington,staged_only,,1.0,,OP
63152:CHRST,USS Christoffer Solar LLC CSG,MN,Chippewa,staged_only,,1.0,,OP
63153:BUCKR,USS Buckaroo Solar LLC CSG,MN,Clay,staged_only,,1.0,,OP
63154:HORNN,USS Horne North Solar LLC CSG,MN,Clay,staged_only,,1.0,,OP
63155:HORNS,USS Horne South Solar LLC CSG,MN,Clay,staged_only,,1.0,,OP
63156:JJCLY,USS JJ Clay Solar LLC CSG,MN,Clay,staged_only,,1.0,,OP
63157:VERDE,USS Verde Solar LLC CSG,MN,Redwood,staged_only,,1.0,,OP
63158:COUGR,USS Cougar Solar LLC CSG,MN,Redwood,staged_only,,1.0,,OP
63159:FLOWR,USS Flower Solar LLC CSG,MN,Nicollet,staged_only,,1.0,,OP
63160:ALLIN,USS All In Solar LLC CSG,MN,Freeborn,staged_only,,1.0,,OP
63161:TNWDA,AES Tonawanda Solar LLC,NY,Erie,staged_only,,2.0,,OP
63163:SIFRS,Tom Sifers Solar,CO,Grand,staged_only,,1.0,,OP
63164:WHSKY,Whiskey Hill Solar,CO,Jackson,staged_only,,1.0,,OP
63165:RENDR,USS Reindeer Solar LLC CSG,MN,Benton,staged_only,,1.0,,OP
63166:BUSH,USS Bush Solar LLC CSG,MN,Steele,staged_only,,1.0,,OP
63167:HNCCK,USS Hancock Solar LLC CSG,MN,Carver,staged_only,,1.0,,OP
63168:PHSNT,USS Pheasant Solar LLC CSG,MN,Chippewa,staged_only,,1.0,,OP
63169:KVPV,USS KVPV Solar LLC CSG,MN,Clay,staged_only,,1.0,,OP
63170:KASS,USS Kass Solar LLC,MN,Lyon,staged_only,,1.0,,OP
63171:CHROT,USS Chariot Solar LLC,MN,Renville,staged_only,,1.0,,OP
63172:ARESS,Arroyo Solar Energy Storage Hybrid,NM,McKinley,staged_only,,150.0,,OP
63172:ARSOL,Arroyo Solar Energy Storage Hybrid,NM,McKinley,staged_only,,300.0,,OP
63173:1,Orange Street G1,VA,Bedford,staged_only,,1.8,,OP
63173:P1,Orange Street G1,VA,Bedford,staged_only,,0.6,,OP
63173:P2,Orange Street G1,VA,Bedford,staged_only,,0.6,,OP
63173:P3,Orange Street G1,VA,Bedford,staged_only,,0.6,,OP
63173:P4,Orange Street G1,VA,Bedford,staged_only,,0.6,,OP
63173:P5,Orange Street G1,VA,Bedford,staged_only,,0.6,,OP
63174:TC3,Hartmann Project CSG,MN,Sherburne,staged_only,,1.0,,OP
63175:TC3,E. Goenner Project CSG,MN,Sherburne,staged_only,,1.0,,OP
63176:TC3,Prawer Project CSG,MN,Sherburne,staged_only,,1.0,,OP
63177:TC3,Schwinghamer Project CSG,MN,Stearns,staged_only,,1.0,,OP
63178:TC3,STAG St. Paul Project CSG,MN,Dakota,staged_only,,1.0,,OP
63179:KANE1,Linden 01 CSG,MN,Scott,staged_only,,1.0,,OP
63180:TXWHT,"TPE Whitney Solar, LLC",TX,Bosque,staged_only,,9.9,,OP
63181:MNVL,Monroeville Solar,OH,Huron,staged_only,,3.2,,OP
63182:LIND2,Linden 02 CSG,MN,Scott,staged_only,,1.0,,OP
63183:LIND3,Linden 03 CSG,MN,Scott,staged_only,,1.0,,OP
63184:RIRA,Rio Rancho Solar Energy Center,NM,Bernalillo,staged_only,,10.0,,OP
63185:SAYRE,Sayreville Solar Project,NJ,Middlesex,staged_only,,3.1,,OP
63186:IMESO,Imeson Solar,FL,Duval,staged_only,,5.0,,OP
63186:IMESS,Imeson Solar,FL,Duval,staged_only,,5.0,,OP
63187:FL4,"FL Solar 4, LLC",FL,Leon,staged_only,,42.0,,OP
63189:BIORD,Bio-Rad,CA,Contra Costa,staged_only,,2.3,,OP
63191:HTP2,Hopkinton Phase 2,RI,Washington,staged_only,,2.5,,OP
63194:GEN1,Delilah Solar Energy LLC,TX,Red River,staged_only,,300.0,,OP
63195:ACP3,Aero Haven Solar,NJ,Burlington,staged_only,,2.6,,OP
63198:ACCP1,ACCP NJ 1,NJ,Sussex,staged_only,,1.2,,OP
63200:SA1,"Bergenmand Solar Partners, LLC Mahwah",NJ,Bergen,staged_only,,0.5,,OP
63200:SA2,"Bergenmand Solar Partners, LLC Mahwah",NJ,Bergen,staged_only,,0.5,,OP
63203:12510,VPPSA Project 10,VT,Franklin,staged_only,,23.6,,OP
63203:12511,VPPSA Project 10,VT,Franklin,staged_only,,23.6,,OP
63204:HLS,Corcoran Irrigation District,CA,Kings,staged_only,,2.0,,OP
63205:1,Skookumchuck Wind Facility,WA,Thurston,staged_only,,136.0,,OP
63206:RSPV1,Rafael Solar,OR,Marion,staged_only,,2.2,,OP
63207:CCPV1,Case Creek Solar,OR,Marion,staged_only,,2.2,,OP
63208:KPPV1,Kale Patch Solar,OR,Marion,staged_only,,2.2,,OP
63209:AVTOR,Aviator Wind,TX,Coke,staged_only,,525.0,,OP
63211:GEN1,Samson Solar Energy,TX,Franklin,staged_only,,250.0,,OP
63212:BC1,Battle Creek Solar,VT,Bennington,staged_only,,2.2,,OP
63213:418ES,Sheridan School Corporation Solar,IN,Hamilton,staged_only,,0.6,,OP
63213:418HS,Sheridan School Corporation Solar,IN,Hamilton,staged_only,,0.9,,OP
63214:MDB02,Middleton Solar Park,MA,Essex,staged_only,,3.0,,OP
63214:MDL01,Middleton Solar Park,MA,Essex,staged_only,,5.0,,OP
63215:DOTCM,USS Dot Com Solar LLC CSG,MN,Redwood,staged_only,,1.4,,OP
63216:BB,USS B&B Solar LLC CSG,MN,Redwood,staged_only,,1.0,,OP
63218:WTRTN,USS Water Town Solar LLC CSG,MN,Le Sueur,staged_only,,1.0,,OP
63219:WTRFL,USS Water Fowl Solar LLC CSG,MN,McLeod,staged_only,,1.0,,OP
63220:WTRCY,USS Water City Solar LLC CSG,MN,Le Sueur,staged_only,,1.0,,OP
63221:STMBT,USS Steamboat Solar LLC CSG,MN,Redwood,staged_only,,1.0,,OP
63222:TXIM1,Impact Solar 1,TX,Lamar,staged_only,,198.5,,OP
63223:UNIT1,Brightside,TX,Bee,staged_only,,50.7,,OP
63224:X0140,NY 26 Carthage CSG,NY,Jefferson,staged_only,,5.0,,OP
63225:PV1,AGA TAG Solar IV LLC,NC,Brunswick,staged_only,,4.9,,OP
63229:NJSGR,Manheim New Jersey,NJ,Burlington,staged_only,,0.8,,OP
63229:NJSRO,Manheim New Jersey,NJ,Burlington,staged_only,,1.4,,OP
63230:KNAGG,Knaggs Brothers Farm,NY,Albany,staged_only,,4.5,,OP
63231:PV,Woodbury Solar,MN,Washington,staged_only,,3.0,,OP
63232:BROOK,Brookfield Wire Company,MA,Worcester,staged_only,,1.4,,OP
63233:UNIT1,Emerald Grove,TX,Pecos,staged_only,,108.0,,OP
63235:OCPV1,O'Neill Creek Solar,OR,Washington,staged_only,,2.2,,OP
63236:DG2,Kings Plaza Total Energy Plant (TEP),NY,Kings,staged_only,,3.2,,OP
63236:DG3,Kings Plaza Total Energy Plant (TEP),NY,Kings,staged_only,,3.2,,OP
63236:DG4,Kings Plaza Total Energy Plant (TEP),NY,Kings,staged_only,,3.2,,OP
63236:DG5,Kings Plaza Total Energy Plant (TEP),NY,Kings,staged_only,,3.2,,OP
63237:OLDCT,Old Court Rd Solar,MD,Howard,staged_only,,2.0,,OP
63239:SHRM,Sherman Solar,CT,New London,staged_only,,1.0,,OP
63240:JACK,Jackson Solar (CT),CT,New London,staged_only,,1.0,,OP
63241:SCLL,Limelight Solar II LLC,SC,Spartanburg,staged_only,,2.0,,OP
63242:SCAT,ATOOD Solar III LLC,SC,Spartanburg,staged_only,,2.0,,OP
63243:SCAG,AGA TAG Solar III LLC,SC,Spartanburg,staged_only,,2.0,,OP
63244:SYDN,Sydney Solar,CT,Windham,staged_only,,2.0,,OP
63245:DCKN,Dickinson Solar (CT),CT,Windham,staged_only,,2.0,,OP
63246:NEW2,New River Clean Energy,WV,Raleigh,staged_only,,1.6,,OP
63246:NEWR1,New River Clean Energy,WV,Raleigh,staged_only,,1.6,,OP
63247:DEBRA,Novel Debra Solar LLC CSG,MN,Dodge,staged_only,,1.0,,OP
63249:WAYNE,Novel Wayne Solar LLC CSG,MN,Dodge,staged_only,,1.0,,OP
63251:LTW,"Lone Tree Wind, LLC",IL,Bureau,staged_only,,79.0,,OP
63252:CGS,Cannon Garden Solar,MN,Rice,staged_only,,1.0,,OP
63253:FSK,Francis Scott Key Mall,MD,Frederick,staged_only,,1.6,,OP
63254:ALT,Altamonte Mall,FL,Seminole,staged_only,,1.5,,OP
63255:2WPBA,2W Permian Solar Project Hybrid,TX,Andrews,staged_only,,40.0,,OP
63255:2WPSO,2W Permian Solar Project Hybrid,TX,Andrews,staged_only,,420.0,,OP
63256:PLM,Pembroke Lakes Mall,FL,Broward,staged_only,,1.1,,OP
63257:SHM,Short Hills Mall,NJ,Essex,staged_only,,2.7,,OP
63258:AURWP,Aurora Wind Project,ND,Williams,staged_only,,298.8,,OP
63259:DEPC2,Delta Energy Park,MI,Eaton,staged_only,,58.0,,OP
63259:DEPC3,Delta Energy Park,MI,Eaton,staged_only,,58.0,,OP
63259:DEPS1,Delta Energy Park,MI,Eaton,staged_only,,58.0,,OP
63259:DEPST,Delta Energy Park,MI,Eaton,staged_only,,89.2,,OP
63260:ACP,AC Power,NJ,Burlington,staged_only,,1.3,,OP
63262:PH1GR,Becton Dickinson Ground & Roof Top,CT,Litchfield,staged_only,,1.5,,OP
63262:PH1RF,Becton Dickinson Ground & Roof Top,CT,Litchfield,staged_only,,0.5,,OP
63262:PH2RF,Becton Dickinson Ground & Roof Top,CT,Litchfield,staged_only,,0.5,,OP
63263:PLFD2,Plainfield Solar 2,CT,Windham,staged_only,,1.0,,OP
63264:BATT,Partridge Hill Solar Hybrid,MA,Worcester,staged_only,,1.3,,OP
63264:PART3,Partridge Hill Solar Hybrid,MA,Worcester,staged_only,,2.0,,OP
63266:NCPHL,Penny Hill Solar,NC,Pitt,staged_only,,2.0,,OP
63267:NCMKS,"Meeks Solar, LLC",NC,Martin,staged_only,,2.0,,OP
63269:CRW2,Crowned Ridge Wind II Energy Center,SD,Codington,staged_only,,200.6,,OP
63270:NCSTR,"Strider Solar, LLC",NC,Randolph,staged_only,,5.0,,OP
63271:1295,Huntley,SC,Orangeburg,staged_only,,75.0,,OP
63272:NCWOO,"Woodsdale Farm, LLC",NC,Person,staged_only,,2.0,,OP
63273:1215,Wagyu,TX,Brazoria,staged_only,,120.0,,OP
63276:X0133,Mtn. Solar 1,CO,Adams,staged_only,,1.5,,OP
63277:X0133,Mtn. Solar 2,CO,Adams,staged_only,,1.5,,OP
63278:X0056,CO LI CSG 1 - Kamerra,CO,Adams,staged_only,,1.5,,OP
63279:PV1,Barneveld Solar,NY,Oneida,staged_only,,1.0,,OP
63280:BESS,"AES Kekaha Solar, LLC Hybrid",HI,Kauai,staged_only,,14.0,,OP
63280:KEKAH,"AES Kekaha Solar, LLC Hybrid",HI,Kauai,staged_only,,14.0,,OP
63285:79G1,Valero Wilmington Cogeneration Plant,CA,Los Angeles,staged_only,,33.5,,OP
63286:ACY1,DG Amaze ACY1,NJ,Gloucester,staged_only,,3.8,,OP
63287:CGWF,Cerro Gordo Wind Farm,IA,Cerro Gordo,staged_only,,42.0,,OP
63288:BMC,Brass Mill Center,CT,New Haven,staged_only,,3.4,,OP
63289:WMM,White Marsh Mall,MD,Baltimore,staged_only,,1.1,,OP
63290:NM,Natick Mall,MA,Middlesex,staged_only,,2.7,,OP
63291:GPS,Grand Prix Solar,NY,Westchester,staged_only,,1.6,,OP
63292:BHD,100 Brook Hill Drive Solar,NY,Rockland,staged_only,,2.0,,OP
63293:NCCWD,"Cottonwood Solar, LLC",NC,Northampton,staged_only,,3.0,,OP
63294:EUPV,Parking Lot Array,OH,Hamilton,staged_only,,2.3,,OP
63294:LOTPV,Parking Lot Array,OH,Hamilton,staged_only,,1.4,,OP
63295:CHICO,Chicot Solar,AR,Chicot,staged_only,,100.0,,OP
63296:NCLFT,"232 Long Branch 29 Solar I, LLC",NC,Cleveland,staged_only,,2.0,,OP
63297:GATES,Hobart & William Smith College Gates Rd.,NY,Ontario,staged_only,,2.4,,OP
63298:BARRE,"Barrette Outdoor Living, Inc.",NJ,Atlantic,staged_only,,1.9,,OP
63299:NCBVL,"Harvest Beulaville, LLC",NC,Duplin,staged_only,,2.0,,OP
6329:1,Mountain Village,AK,Bethel,existing_only,0.3,,OP,
6329:4A,Mountain Village,AK,Bethel,existing_only,0.8,,OP,
63300:IPAT1,Athos Solar Project,CA,Riverside,staged_only,,250.0,,OP
63301:1888,Garrett Solar,OR,Lake,staged_only,,10.0,,OP
63302:SWFC5,South Windsor Fuel Cell,CT,Hartford,staged_only,,5.0,,OP
63303:AISP,Alticor Inc - Solar Project,CA,Orange,staged_only,,1.2,,OP
63304:ALIUM,"Allium Community Solar Garden, LLC",MN,Stearns,staged_only,,1.0,,OP
63305:ASTER,"Aster Community Solar Garden, LLC",MN,Kandiyohi,staged_only,,1.0,,OP
63307:WESTP,"Westport Community Solar, LLC",MN,Kandiyohi,staged_only,,1.0,,OP
63308:MGOLD,"Marigold Community Solar Garden, LLC",MN,Le Sueur,staged_only,,1.0,,OP
63309:HONEY,"Honeysuckle Solar, LLC",MN,McLeod,staged_only,,1.0,,OP
63311:LANTA,"Lantana Solar, LLC",MN,Redwood,staged_only,,1.0,,OP
63312:HYCIN,"Hyacinth Solar, LLC",MN,Dakota,staged_only,,1.0,,OP
63313:CORAL,"Coral Bells Solar, LLC",MN,Chisago,staged_only,,1.0,,OP
63314:PROSE,"Primrose Solar, LLC",MN,Blue Earth,staged_only,,1.0,,OP
63315:KERIA,"Kerria Solar, LLC",MN,Renville,staged_only,,1.0,,OP
63317:GERNM,"Geranium Solar, LLC",MN,Kandiyohi,staged_only,,1.0,,OP
63318:BELLF,"Bellflower Solar, LLC",MN,Stearns,staged_only,,1.0,,OP
63319:IRIS,"Iris Solar, LLC (MN)",MN,Nicollet,staged_only,,1.0,,OP
63320:IPTTN,Titan Solar Project,TX,Culberson,staged_only,,260.0,,OP
63321:BINGH,"Bingham Solar, LLC",MI,Clinton,staged_only,,20.0,,OP
63322:TEMPR,"Temperance Solar, LLC",MI,Monroe,staged_only,,20.0,,OP
63323:SIMBA,Bluefin Origination 1,MD,Prince Georges,staged_only,,2.0,,OP
63324:ES1,Camp Atterbury Microgrid Hybrid,IN,Johnson,staged_only,,5.0,,OP
63324:PV1,Camp Atterbury Microgrid Hybrid,IN,Johnson,staged_only,,2.0,,OP
63325:YORK1,Yorktown Battery Energy Storage Facility,CA,Los Angeles,staged_only,,3.5,,OP
63326:CAD1,Cadillac Battery Energy Storage Facility,CA,Los Angeles,staged_only,,3.5,,OP
63327:46001,"Diamond Spring, LLC",OK,Johnston,staged_only,,303.5,,OP
63328:IPJNO,Juno Solar Project,TX,Borden,staged_only,,143.5,,OP
63328:JUNO1,Juno Solar Project,TX,Borden,staged_only,,162.1,,OP
63329:IPAGN,Aragorn Solar Project,TX,Culberson,staged_only,,187.2,,OP
63330:ORDUS,"Duus Solar, LLC",OR,Clackamas,staged_only,,10.0,,OP
63331:ORFWD,"Firwood Solar, LLC",OR,Clackamas,staged_only,,10.0,,OP
63332:NCAUL,"Aulander Hwy 42 Solar, LLC",NC,Hertford,staged_only,,5.0,,OP
63334:CAMPS,Campus Drive Solar,NJ,Burlington,staged_only,,3.7,,OP
63335:CTG-1,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63335:CTG-2,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63335:CTG-3,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63335:CTG-4,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63335:CTG-5,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63335:CTG-6,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63335:CTG-7,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63335:CTG-8,HO Clarke Generating,TX,Harris,staged_only,,60.5,,OP
63336:6004,"Sutton Solar 2, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63337:14320,"Lansing Renewables, LLC",NY,Tompkins,staged_only,,3.0,,OP
63337:6004,"Lansing Renewables, LLC",NY,Tompkins,staged_only,,5.0,,OP
63338:4787,"Granby Solar, LLC CSG",MA,Hampshire,staged_only,,3.0,,OP
63338:4788,"Granby Solar, LLC CSG",MA,Hampshire,staged_only,,2.0,,OP
63339:09751,"Hales Mills Solar, LLC",NY,Fulton,staged_only,,3.0,,OP
63339:6609,"Hales Mills Solar, LLC",NY,Fulton,staged_only,,5.0,,OP
63340:20660,"Owlville Creek Solar 2, LLC",NY,Madison,staged_only,,3.0,,OP
63340:6609,"Owlville Creek Solar 2, LLC",NY,Madison,staged_only,,5.0,,OP
63341:20660,"Owlville Creek Solar, LLC",NY,Madison,staged_only,,3.0,,OP
63341:6608,"Owlville Creek Solar, LLC",NY,Madison,staged_only,,5.0,,OP
63343:GS2SF,Galloway 2 Solar Farm,TX,Concho,staged_only,,110.0,,OP
63344:STAR,Starvation,OR,Harney,staged_only,,9.9,,OP
63345:PGR07,"Scotch Bonnet Solar, LLC",NC,Pender,staged_only,,4.5,,OP
63346:PGR06,"Cubera Solar, LLC",NC,Harnett,staged_only,,2.0,,OP
63347:CTG1,"AOC, Capitol Power Plant",DC,District of Columbia,staged_only,,7.5,,OP
63349:AZ1,OE_AZ1,AZ,La Paz,staged_only,,32.5,,OP
63350:GA3,OE_GA3,GA,Mitchell,staged_only,,57.5,,OP
63351:BBS2,Bluebell Solar II,TX,Sterling,staged_only,,115.0,,OP
63352:ARBE1,Gemini Solar Hybrid,NV,Clark,staged_only,,690.0,,OP
63352:ARPV1,Gemini Solar Hybrid,NV,Clark,staged_only,,380.0,,OP
63353:ABE,Allied Beverages Elizabeth,NJ,Union,staged_only,,3.2,,OP
63354:TNSW,Ticket Network South Windsor,CT,Hartford,staged_only,,1.0,,OP
63355:CPR,Chanel Piscataway Rooftop,NJ,Middlesex,staged_only,,1.4,,OP
63356:CPAC,Colonial Pipeline Allentown Chesterfield,NJ,Burlington,staged_only,,1.9,,OP
63357:CPWWD,Colonial Pipeline Woodbury West Deptford,NJ,Gloucester,staged_only,,3.7,,OP
63358:CRP3B,Corbin Russwin Phase 3 Berlin,CT,Hartford,staged_only,,1.0,,OP
63361:MIP2T,Medline Ind. Phase 2 Tracy,CA,San Joaquin,staged_only,,1.0,,OP
63363:NBS,Niagara Bottling Stockton,CA,San Joaquin,staged_only,,1.0,,OP
63365:SL3,Soda Lake 3,NV,Churchill,staged_only,,26.0,,OP
63366:1,435A Bergen Avenue,NJ,Hudson,staged_only,,1.4,,OP
63367:CGS,Strandness Garden,MN,Pope,staged_only,,1.0,,OP
63368:GILMA,"GSPP Gilman, LLC",VT,Essex,staged_only,,2.1,,OP
63369:RILE1,Riley Road LLC,NY,Orange,staged_only,,2.0,,OP
63369:RILE2,Riley Road LLC,NY,Orange,staged_only,,2.0,,OP
63370:SCHN1,GSSP Schneider LLC,MN,Stearns,staged_only,,1.0,,OP
63370:SCHN2,GSSP Schneider LLC,MN,Stearns,staged_only,,1.0,,OP
63370:SCHN3,GSSP Schneider LLC,MN,Stearns,staged_only,,1.0,,OP
63370:SCHN4,GSSP Schneider LLC,MN,Stearns,staged_only,,1.0,,OP
63370:SCHN5,GSSP Schneider LLC,MN,Stearns,staged_only,,1.0,,OP
63371:BRUNS,Hope Solar Farm LLC,NY,Rensselaer,staged_only,,2.0,,OP
63372:CATLI,Catlin Solar 1 LLC,NY,Schuyler,staged_only,,4.0,,OP
63373:SARAT,Saratoga Solar LLC,NY,Saratoga,staged_only,,5.0,,OP
63374:CPMI1,CP Middletown Solar I LLC,CT,Middlesex,staged_only,,1.0,,OP
63375:CPMI2,CP Middletown Solar II LLC,CT,Middlesex,staged_only,,1.0,,OP
63376:PPHS,Phelan Pinon Hills CSD Solar,CA,San Bernardino,staged_only,,1.2,,OP
63377:PGR10,"ESA Hamlet NC , LLC",NC,Richmond,staged_only,,5.0,,OP
63378:WAPLO,Wapello Solar LLC,IA,Louisa,staged_only,,100.0,,OP
63379:X0134,Mtn. Solar 3 CSG,CO,Morgan,staged_only,,1.5,,OP
63380:52829,Goodhue Community Solar One LLC CSG,MN,Goodhue,staged_only,,1.0,,OP
63381:NCRAL,"Railroad Solar Farm, LLC",NC,Robeson,staged_only,,4.1,,OP
63383:NCATD,"ATOOD Solar IV, LLC",NC,Brunswick,staged_only,,5.0,,OP
63384:BENN,Bennington Wind,IL,Marshall,staged_only,,93.0,,OP
63385:CA135,SCV Water - Gladbach Water Treatment Plant Phases I and II,CA,Los Angeles,staged_only,,4.5,,OP
63387:RSS2,"Rancho Seco Solar II, LLC",CA,Sacramento,staged_only,,160.0,,OP
63388:SOLAR,Oxy Renewable Energy - Goldsmith,TX,Ector,staged_only,,16.8,,OP
63389:JCW,"Jordan Creek Wind Farm, LLC",IN,Warren,staged_only,,398.6,,OP
63390:SHBOH,Shelby Solar Array,OH,Richland,staged_only,,1.9,,OP
63391:CORR,City of Rio Rancho WWTP,NM,Sandoval,staged_only,,1.2,,OP
63392:DECII,DEC Phase II at Georgetown,DE,Sussex,staged_only,,3.0,,OP
63393:T-1,"Cuming County Renewables, LLC",NE,Cuming,staged_only,,2.5,,OP
63394:CGS,Falls Creek Garden,MN,Rice,staged_only,,1.0,,OP
63395:CGS,Star Garden,MN,Pope,staged_only,,1.0,,OP
63396:CGS,Buffalo Garden,MN,Waseca,staged_only,,1.0,,OP
63397:CGS,Loon Garden,MN,Waseca,staged_only,,1.0,,OP
63398:AMBAT,Kearsarge Amesbury Hybrid,MA,Essex,staged_only,,1.6,,OP
63398:AMES,Kearsarge Amesbury Hybrid,MA,Essex,staged_only,,3.3,,OP
63399:GWA01,Galesburg Solar Array,IL,Henderson,staged_only,,1.4,,OP
63400:STE,Stearns Solar I,MN,Stearns,staged_only,,1.0,,OP
63401:OLI,Olinda Trail Solar,MN,Chisago,staged_only,,1.0,,OP
63402:MUN,New Munich Solar,MN,Stearns,staged_only,,1.0,,OP
63403:CCS,Clara City Solar,MN,Chippewa,staged_only,,1.0,,OP
63404:1,Thermo Fisher,NJ,Somerset,staged_only,,1.5,,OP
63405:29,Pearl II,NY,Genesee,staged_only,,2.0,,OP
63406:PV1,Vermillion River_MN_GRE DEA-GM,MN,Dakota,staged_only,,3.0,,OP
63407:101,Macedon,NY,Wayne,staged_only,,2.0,,OP
63408:300,Whittier,NY,Monroe,staged_only,,2.0,,OP
63409:100,Williamson,NY,Wayne,staged_only,,2.0,,OP
63410:304,Bennett,NY,Ontario,staged_only,,1.4,,OP
63411:RTE40,"Greenwich Solar 1, LLC CSG",NY,Washington,staged_only,,5.0,,OP
63413:1,LTMUA,NJ,Cape May,staged_only,,1.0,,OP
63414:IOSII,IOS II-LAX9,CA,San Bernardino,staged_only,,4.0,,OP
63415:BATT,"Middletown Solar 1, LLC Hybrid CSG",NY,Orange,staged_only,,1.6,,OP
63415:CENTR,"Middletown Solar 1, LLC Hybrid CSG",NY,Orange,staged_only,,1.6,,OP
63416:GEN1,Sierra Pacific Industries (2042-RD),CA,Tehama,staged_only,,8.4,,OP
63417:52831,Goodhue Community Solar Three LLC CSG,MN,Goodhue,staged_only,,1.0,,OP
63418:1122,DGS Wasco State Prison,CA,Kern,staged_only,,2.3,,OP
63419:1122,DGS Central California Womens Facility,CA,Madera,staged_only,,2.0,,OP
63420:903,Fresno Bullard High School Hybrid,CA,Fresno,staged_only,,1.2,,OP
63420:BA903,Fresno Bullard High School Hybrid,CA,Fresno,staged_only,,0.4,,OP
63421:291,Fresno Hoover High School Hybrid,CA,Fresno,staged_only,,1.2,,OP
63421:BA291,Fresno Hoover High School Hybrid,CA,Fresno,staged_only,,0.2,,OP
63422:1122,Fresno Sunnyside High School Hybrid,CA,Fresno,staged_only,,1.5,,OP
63422:BA112,Fresno Sunnyside High School Hybrid,CA,Fresno,staged_only,,0.3,,OP
63423:GEN1,BYU Central Heating Plant,UT,Utah,staged_only,,16.5,,OP
63424:CGS,Straight Garden Solar,MN,Rice,staged_only,,1.0,,OP
63425:CGS,Leven Garden Solar,MN,Pope,staged_only,,1.0,,OP
63426:CGS,Zumbro Solar Garden,MN,Dodge,staged_only,,1.0,,OP
63427:CGS,Mud Garden Solar,MN,Sibley,staged_only,,1.0,,OP
63428:254,"IGS CC, LLC",DC,District of Columbia,staged_only,,1.5,,OP
63429:CSG,Erin Garden Solar,MN,Sibley,staged_only,,1.0,,OP
63430:CGS,Chub Garden Solar,MN,Dakota,staged_only,,1.0,,OP
63431:32001,Cisco,MN,Jackson,staged_only,,8.4,,OP
63432:32002,Lincoln Heights I,MN,Lincoln,staged_only,,5.2,,OP
63433:32003,Lincoln Heights II,MN,Lincoln,staged_only,,3.9,,OP
63434:CGS,Maston Garden Solar,MN,Dodge,staged_only,,1.0,,OP
63436:WTG,Corriedale Wind Energy,WY,Laramie,staged_only,,52.5,,OP
63438:UBFC1,UB Fuel Cell,CT,Fairfield,staged_only,,1.4,,OP
63439:CCFC1,"Central CA Fuel Cell 1, LLC",CA,Tulare,staged_only,,2.8,,OP
63440:GEN01,Sun Streams 2,AZ,Maricopa,staged_only,,150.0,,OP
63441:S1,Montague Solar,OR,Gilliam,staged_only,,162.0,,OP
63442:W9317,Tickle Creek Solar,OR,Clackamas,staged_only,,1.9,,OP
63443:W9318,Thomas Creek Solar,OR,Clackamas,staged_only,,2.2,,OP
63444:1001,1001 Ebenezer Church Solar,NC,Surry,staged_only,,5.0,,OP
63445:1009,1009 Yadkin Solar,NC,Yadkin,staged_only,,4.9,,OP
63446:1073,1073 Onslow Solar,NC,Onslow,staged_only,,4.7,,OP
63447:1008,1008 Matthews Solar,NC,Surry,staged_only,,4.9,,OP
63448:1045,1045 Tomlin Mill Solar,NC,Iredell,staged_only,,4.9,,OP
63449:PV1,Lang Solar Farm,NC,Lenoir,staged_only,,5.0,,OP
63450:PV1,Chenango Solar,NY,Broome,staged_only,,4.9,,OP
63451:MONR1,"Monroe Solar Farm, LLC",NJ,Middlesex,staged_only,,13.1,,OP
63452:SSP,Solvay Solar,NJ,Gloucester,staged_only,,6.5,,OP
63453:CGS,Malmedal Solar Garden,MN,Pope,staged_only,,1.0,,OP
63454:CGS,Wollan Garden Solar,MN,Pope,staged_only,,1.0,,OP
63455:INV1,RE-VFO LLC,CA,Tulare,staged_only,,0.5,,OP
63455:INV2,RE-VFO LLC,CA,Tulare,staged_only,,0.5,,OP
63456:W9319,St Louis Solar,OR,Marion,staged_only,,2.2,,OP
63457:PSG1,Progress Drive Generation Station,OH,Richland,staged_only,,1.8,,OP
63457:PSG2,Progress Drive Generation Station,OH,Richland,staged_only,,1.8,,OP
63458:RUSHE,Rush Springs Energy Storage (BA),OK,Grady,staged_only,,10.0,,OP
63459:9853,Selective Insurance,NJ,Sussex,staged_only,,2.2,,OP
63459:9854,Selective Insurance,NJ,Sussex,staged_only,,0.6,,OP
63460:RCWF,"Rock County Wind Fuel, LLC",MN,Rock,staged_only,,5.0,,OP
63461:PGR15,Bonefish Solar,SC,Clarendon,staged_only,,2.0,,OP
