source_record_id,plant_name,state,county,difference,capacity_mw_existing,capacity_mw_staged,status_existing,status_staged
62393:2,Atlanta Falcons Solar,GA,Fulton,staged_only,,0.2,,OP
62393:3,Atlanta Falcons Solar,GA,Fulton,staged_only,,0.5,,OP
62394:1,Sweetbay Solar Center,FL,Martin,staged_only,,74.5,,OP
62395:1,Bell Bay Solar Farm,SC,Horry,staged_only,,1.6,,OP
62396:1,Jamison Solar Farm,SC,Orangeburg,staged_only,,1.2,,OP
62397:1,Runway Solar Farm,SC,Horry,staged_only,,2.0,,OP
62399:77778,Sage Solar I-III,UT,Rich,staged_only,,57.6,,OP
62405:X0009,UMCES Ground Mount,MD,Dorchester,staged_only,,2.0,,OP
62406:X0022,City of Gallup Solar,NM,McKinley,staged_only,,8.0,,OP
62407:X0001,Anne Arundel County Public Schools,MD,Anne Arundel,staged_only,,1.0,,OP
62408:X0028,Fort Indiantown Gap,PA,Lebanon,staged_only,,3.0,,OP
62409:1,Waynesboro Community Solar,GA,Burke,staged_only,,2.4,,OP
62411:GTWND,Griffin Trail Wind,TX,Knox,staged_only,,225.6,,OP
62412:DAUM,Daum Solar,NY,Yates,staged_only,,4.0,,OP
62413:ELLIS,Ellis Solar,NY,Tompkins,staged_only,,18.0,,OP
62414:PV1,Lady Slipper Solar Array CSG,MN,Goodhue,staged_only,,4.5,,OP
62415:WOTP1,West of the Pecos Solar,TX,Reeves,staged_only,,100.0,,OP
62416:WT1,Cranell Wind Farm LLC,TX,Refugio,staged_only,,220.0,,OP
62417:WT1,Peyton Creek Wind Farm LLC,TX,Matagorda,staged_only,,151.2,,OP
62418:4,Verwey-Hanford Dairy Digester #2,CA,Kings,staged_only,,1.0,,OP
62419:4,Verwey-Hanford Dairy Digester #3,CA,Kings,staged_only,,1.0,,OP
62420:PSS01,Prairie State Solar Project,IL,Perry,staged_only,,99.0,,OP
62422:ASP01,Assembly Solar Project,MI,Shiawassee,staged_only,,50.0,,OP
62423:B17PV,Regeneron Pharmaceuticals Inc.,NY,Westchester,staged_only,,0.1,,OP
62423:P19PV,Regeneron Pharmaceuticals Inc.,NY,Westchester,staged_only,,0.8,,OP
62423:P9PV,Regeneron Pharmaceuticals Inc.,NY,Westchester,staged_only,,0.4,,OP
62431:1,Willow Creek Wind Power LLC,SD,Butte,staged_only,,105.0,,OP
62436:ARLI,SR Arlington I,GA,Early,staged_only,,20.0,,OP
62438:A,Heller 400M,NJ,Middlesex,staged_only,,0.8,,OP
62438:B,Heller 400M,NJ,Middlesex,staged_only,,0.2,,OP
62438:C,Heller 400M,NJ,Middlesex,staged_only,,0.2,,OP
62439:A,Owens Corning,NJ,Camden,staged_only,,2.8,,OP
62440:TECH5,Techren Solar V,NV,Clark,staged_only,,50.0,,OP
62441:U1,Kearny Mesa Storage LLC,CA,San Diego,staged_only,,1.0,,OP
62442:LRCH,"Lake Region Community Hybrid, LLC",MN,Otter Tail,staged_only,,2.0,,OP
62442:LRCHS,"Lake Region Community Hybrid, LLC",MN,Otter Tail,staged_only,,0.5,,OP
62443:A,Westminster,VT,Windham,staged_only,,1.8,,OP
62444:BMY,Meyersdale Battery,PA,Somerset,staged_only,,18.0,,OP
62445:WT,Busch Ranch II Wind Farm,CO,Huerfano,staged_only,,59.4,,OP
62448:LAP,Lapetus,TX,Andrews,staged_only,,100.0,,OP
62449:GT100,Kimberly Clark Mobile - CHP Plant,AL,Mobile,staged_only,,25.0,,OP
62449:GT200,Kimberly Clark Mobile - CHP Plant,AL,Mobile,staged_only,,25.0,,OP
62451:RANTL,Rantoul Solar,IL,Champaign,staged_only,,2.0,,OP
62454:1,Lakewood Cheddar School,NJ,Ocean,staged_only,,1.0,,OP
62456:RGP00,Regeneron Tarrytown,NY,Westchester,staged_only,,1.5,,OP
62458:RAT00,Ratkovich Alhambra,CA,Los Angeles,staged_only,,1.0,,OP
62459:SMC01,Micro Santa Clara,CA,Santa Clara,staged_only,,3.0,,OP
62460:DESI2,DESI-2 Battery Storage Facility,CA,Orange,staged_only,,1.4,,OP
62462:GEN01,Muscle Shoals,AL,Colbert,staged_only,,227.0,,OP
62463:GEN01,Little Bear 3,CA,Fresno,staged_only,,20.0,,OP
62464:GEN01,Little Bear 4,CA,Fresno,staged_only,,50.0,,OP
62465:GEN01,Little Bear 5,CA,Fresno,staged_only,,50.0,,OP
62467:VISTA,Vista Solar Energy Center,NM,Valencia,staged_only,,10.0,,OP
62468:MCS01,Music City Community Solar,TN,Davidson,staged_only,,1.6,,OP
62469:GEN01,Cove Mountain Solar,UT,Iron,staged_only,,58.0,,OP
62470:GEN01,Cove Mountain Solar 2,UT,Iron,staged_only,,122.0,,OP
62471:1034,Washington St Community Solar Farm #4,NY,Monroe,staged_only,,2.5,,OP
62472:617,Washington St Community Solar Farm #1,NY,Monroe,staged_only,,2.2,,OP
62473:1035,Washington St Community Solar Farm #3,NY,Monroe,staged_only,,2.5,,OP
62474:928,Gaskill Rd Community Solar Farm CSG,NY,Tioga,staged_only,,5.0,,OP
62475:KPW1,Kings Point Wind Energy Center,MO,Lawrence,staged_only,,149.4,,OP
62476:607,Big Tree Community Solar Farm,NY,Erie,staged_only,,2.0,,OP
62477:372,Dryden Rd #2 Community Solar Farm CSG,NY,Tompkins,staged_only,,1.3,,OP
62478:NFRW1,North Fork Ridge Wind Energy Center,MO,Barton,staged_only,,149.4,,OP
62479:175,Woodoak Drive Community Solar Farm CSG,NY,Sullivan,staged_only,,2.0,,OP
62480:635,Burritt Rd Community Solar Farm,NY,Monroe,staged_only,,2.0,,OP
62481:NRW1,Neosho Ridge Wind Energy Center,KS,Neosho,staged_only,,301.0,,OP
62482:GEN1,Beech Ridge II Wind Energy Center,WV,Greenbrier,staged_only,,56.2,,OP
62483:PV1,Taygete Energy Project LLC,TX,Pecos,staged_only,,255.0,,OP
62484:SCRA2,Crawfordsville 2 Solar Park,IN,Montgomery,staged_only,,7.9,,OP
62485:SCRA3,Crawfordsville 3 Solar Park,IN,Montgomery,staged_only,,4.8,,OP
62486:CMRSL,CMR Solar LLC,NY,Orange,staged_only,,2.0,,OP
62487:FLOW,Flowers Solar LLC,NC,Johnston,staged_only,,4.3,,OP
62488:WT,Prairie Queen Wind Farm,KS,Allen,staged_only,,199.3,,OP
62489:GEN1,Crossing Trails Wind Power Project LLC.,CO,Kit Carson,staged_only,,104.0,,OP
62490:1,Echo River Solar,FL,Suwannee,staged_only,,74.5,,OP
62490:2,Echo River Solar,FL,Suwannee,staged_only,,30.0,,OP
62491:1,Okeechobee Solar,FL,Okeechobee,staged_only,,74.5,,OP
62492:ACB-1,"DTE Atlantic, LLC",NJ,Atlantic,staged_only,,7.5,,OP
62493:1,Southfork Solar,FL,Manatee,staged_only,,74.5,,OP
62494:SCBAT,Skeleton Creek Energy Center Hybrid,OK,Garfield,staged_only,,252.0,,OP
62494:SCSOL,Skeleton Creek Energy Center Hybrid,OK,Garfield,staged_only,,250.0,,OP
62494:SKC,Skeleton Creek Energy Center Hybrid,OK,Garfield,staged_only,,250.0,,OP
62495:20181,Palmer Solar,CO,El Paso,staged_only,,60.0,,OP
62496:1268,Telegraph Rd #1 Community Solar Farm,NY,Wyoming,staged_only,,3.8,,OP
62498:1413,Telegraph Rd #2 Community Solar Farm,NY,Wyoming,staged_only,,2.0,,OP
62500:1258,Route 19 #1 Community Solar Farm,NY,Wyoming,staged_only,,2.0,,OP
62502:1415,Route 19 #2 Community Solar Farm,NY,Wyoming,staged_only,,5.0,,OP
62503:10237,Winchendon Landfill Solar,MA,Worcester,staged_only,,2.0,,OP
62504:1159,Frey Rd #1 Community Solar Farm,NY,Wayne,staged_only,,2.0,,OP
62505:1,G.S.E. One LLC,TX,Fannin,staged_only,,83.0,,OP
62507:1419,County Route 11 Community Solar Farm,NY,Clinton,staged_only,,4.1,,OP
62508:1420,Furnace Rd Community Solar Farm,NY,Wayne,staged_only,,3.0,,OP
62516:1,TB Flats,WY,Carbon,staged_only,,503.2,,OP
62517:1142,Yellow Mills Rd #1 Community Solar Farm,NY,Ontario,staged_only,,2.3,,OP
62518:1181,Yellow Mills Rd #2 Community Solar Farm,NY,Ontario,staged_only,,2.3,,OP
62519:1244,Yellow Mills Rd #3 Community Solar Farm,NY,Ontario,staged_only,,2.3,,OP
62520:1089,State Route 64N Community Solar Farm,NY,Ontario,staged_only,,1.2,,OP
62521:1442,Frey Rd #2 Community Solar Farm,NY,Wayne,staged_only,,1.4,,OP
62523:1093,Route 5 & 20 Community Solar Farm,NY,Ontario,staged_only,,2.3,,OP
62524:1444,Route 22 Community Solar Farm CSG,NY,Clinton,staged_only,,3.7,,OP
62525:40,Villa Roma Rd #1,NY,Sullivan,staged_only,,2.0,,OP
62526:41,Villa Roma Rd #2,NY,Sullivan,staged_only,,2.0,,OP
62527:390,Villa Roma Rd #3 CSG,NY,Sullivan,staged_only,,2.0,,OP
62528:391,Villa Roma Rd #4 CSG,NY,Sullivan,staged_only,,2.0,,OP
62529:HKBA,Hale Kuawehi Solar Hybrid,HI,Hawaii,staged_only,,30.0,,OP
62529:HKSOL,Hale Kuawehi Solar Hybrid,HI,Hawaii,staged_only,,44.0,,OP
62530:496,Boas Rd #1 Community Solar Farm,NY,Clinton,staged_only,,2.0,,OP
62531:1010,Boas Rd #2 Community Solar Farm,NY,Clinton,staged_only,,2.0,,OP
62532:1011,Boas Rd #3 Community Solar Farm,NY,Clinton,staged_only,,2.0,,OP
62533:1023,Boas Rd #4 Community Solar Farm,NY,Clinton,staged_only,,2.0,,OP
62535:52737,MSC-Scott01 LLC,MN,Scott,staged_only,,1.0,,OP
62536:52739,MSC-Chisago01 LLC CSG,MN,Chisago,staged_only,,1.0,,OP
62537:52738,MSC-Rice01 LLC CSG,MN,Rice,staged_only,,1.0,,OP
62538:52740,MSC-Chisago02 LLC,MN,Chisago,staged_only,,1.0,,OP
62539:PGR02,HCE Moore I,NC,Moore,staged_only,,2.0,,OP
6253:1,Germantown,WI,Washington,capacity_or_status_changed,61.2,71.2,OP,OP
6253:2,Germantown,WI,Washington,capacity_or_status_changed,61.2,71.2,OP,OP
6253:3,Germantown,WI,Washington,capacity_or_status_changed,61.2,71.2,OP,OP
6253:4,Germantown,WI,Washington,capacity_or_status_changed,61.2,71.2,OP,OP
6253:5,Germantown,WI,Washington,capacity_or_status_changed,90.9,105.9,OP,OP
62540:PGR01,Three Bridge,NC,Robeson,staged_only,,2.0,,OP
62541:ES1,Lake Placid Solar Power Plant,FL,Highlands,staged_only,,17.3,,OP
62541:PV1,Lake Placid Solar Power Plant,FL,Highlands,staged_only,,45.0,,OP
62542:PV1,Debary Solar Power Plant,FL,Volusia,staged_only,,74.5,,OP
62543:PV1,Trenton Solar Power Plant,FL,Gilchrist,staged_only,,74.9,,OP
62544:GEN1,Wilkinson Solar LLC,NC,Beaufort,staged_only,,80.6,,OP
62545:SACRA,Renew Solar ABC Sacramento LLC,CA,Sacramento,staged_only,,1.7,,OP
62546:ALMND,Almond,CA,Kings,staged_only,,19.9,,OP
62547:AQUAM,Aquamarine,CA,Kings,staged_only,,250.0,,OP
62548:SJ-1,SJRR (LIG),TX,Harris,staged_only,,50.0,,OP
62548:SJ-2,SJRR (LIG),TX,Harris,staged_only,,50.0,,OP
62549:JOHNN,Kearsarge Johnstown 1 CSG,NY,Fulton,staged_only,,1.5,,OP
62550:GB123,Kearsarge GB,MA,Berkshire,staged_only,,1.9,,OP
62551:SKSC1,Kearsarge SKSC1 LLC,RI,Washington,staged_only,,3.8,,OP
62552:UX680,Kearsarge Uxbridge,MA,Worcester,staged_only,,1.9,,OP
62556:JOHNS,Kearsarge Johnstown 2 CSG,NY,Fulton,staged_only,,2.0,,OP
62557:MONTA,Kearsarge Montague,MA,Franklin,staged_only,,4.0,,OP
62558:SKSC2,Kearsarge SKSC2 LLC,RI,Washington,staged_only,,3.1,,OP
62559:WILM1,Kearsarge Wilmington,MA,Middlesex,staged_only,,1.6,,OP
62560:APS,Airport Solar,OR,Lake,staged_only,,47.3,,OP
62561:BA,"Roadrunner, LLC Hybrid",TX,Upton,staged_only,,63.3,,OP
62561:RODR1,"Roadrunner, LLC Hybrid",TX,Upton,staged_only,,200.0,,OP
62561:RODR2,"Roadrunner, LLC Hybrid",TX,Upton,staged_only,,200.0,,OP
62562:BA,"High Lonesome Wind Power, LLC Hybrid",TX,Upton,staged_only,,63.3,,OP
62562:HILO,"High Lonesome Wind Power, LLC Hybrid",TX,Upton,staged_only,,449.5,,OP
62562:HILO2,"High Lonesome Wind Power, LLC Hybrid",TX,Upton,staged_only,,50.0,,OP
62563:HPWF,High Prairie Wind Farm,MO,Schuyler,staged_only,,400.0,,OP
62565:GEN1,"Hill Top Energy Center, LLC",PA,Greene,staged_only,,664.7,,OP
62566:BS3,Blue Summit III Wind,TX,Hardeman,staged_only,,200.2,,OP
62567:GDBUT,"GD Richmond Buttonwoods I, LLC",RI,Washington,staged_only,,1.3,,OP
62568:GDVIC,"GD West Greenwich Victory I, LLC",RI,Kent,staged_only,,1.8,,OP
62569:ES1,Knoxville Battery Energy Storage,IA,Marion,staged_only,,1.1,,OP
62570:32651,Jiminy Peak Wind QF,MA,Berkshire,staged_only,,1.5,,OP
62571:DSY01,Disney Prospect,CA,Los Angeles,staged_only,,1.0,,OP
62572:ATT49,ATT Jericho,NY,Suffolk,staged_only,,1.0,,OP
62573:ATT56,ATT Kelvin,CA,Orange,staged_only,,1.0,,OP
62574:ATT93,ATT Van Nyus,CA,Los Angeles,staged_only,,1.0,,OP
62575:FLX01,FLEX Gibraltar,CA,Santa Clara,staged_only,,1.5,,OP
62576:MER01,MER Queens,NY,Queens,staged_only,,1.2,,OP
62578:SLPV1,Preferred Freezer San Leandro,CA,Alameda,staged_only,,2.0,,OP
62579:2999,Plainfield Community Solar LLC,MA,Hampshire,staged_only,,2.0,,OP
62579:91710,Plainfield Community Solar LLC,MA,Hampshire,staged_only,,1.0,,OP
62580:6081,Route 14A CDG Solar North and South LLC,NY,Ontario,staged_only,,4.0,,OP
62581:3011,Tolland Solar NG LLC,MA,Hampden,staged_only,,3.5,,OP
62582:5216,Newfield Community Solar LLC,NY,Tompkins,staged_only,,6.0,,OP
62582:5465,Newfield Community Solar LLC,NY,Tompkins,staged_only,,2.0,,OP
62582:5466,Newfield Community Solar LLC,NY,Tompkins,staged_only,,2.0,,OP
62582:5467,Newfield Community Solar LLC,NY,Tompkins,staged_only,,2.0,,OP
62583:5823,Tanglewood Circle Solar 1 LLC,MA,Berkshire,staged_only,,5.0,,OP
